date,Open,High,Low,Close,closeAdj,Volume
6/4/1993,45.3125,45.3125,45.09375,45.28125,27.526398,32000
6/7/1993,45.375,45.375,45.125,45.125,27.43141,121400
6/8/1993,45,45,44.71875,44.71875,27.184456,104500
6/9/1993,44.875,45.0625,44.8125,44.875,27.279446,43300
6/10/1993,44.84375,44.9375,44.75,44.90625,27.298443,17900
6/11/1993,45.0625,45.15625,44.90625,45.09375,27.412409,647400
6/14/1993,45.15625,45.1875,45.03125,45.03125,27.37442,64200
6/15/1993,45.09375,45.125,44.9375,44.9375,27.317444,142400
6/16/1993,44.9375,45.03125,44.8125,45.03125,27.37442,330900
6/17/1993,45.125,45.1875,45.03125,45.1875,27.469414,37400
6/18/1993,44.84375,44.84375,44.5,44.5,27.243202,58500
6/21/1993,44.625,44.625,44.53125,44.59375,27.300591,29300
6/22/1993,44.65625,44.65625,44.5625,44.625,27.319729,137500
6/23/1993,44.625,44.625,44.21875,44.21875,27.071009,227600
6/24/1993,44.34375,44.8125,44.34375,44.8125,27.4345,243700
6/25/1993,44.78125,44.90625,44.75,44.78125,27.415373,44800
6/28/1993,45,45.28125,44.9375,45.28125,27.721478,439900
6/29/1993,45.21875,45.21875,45,45.0625,27.587568,207500
6/30/1993,45.125,45.21875,45,45.0625,27.587568,437600
7/1/1993,45.125,45.125,44.875,44.9375,27.511049,605700
7/2/1993,44.78125,44.8125,44.53125,44.6875,27.357996,285400
7/6/1993,44.625,44.75,44.15625,44.21875,27.071009,246400
7/7/1993,44.1875,44.40625,44.1875,44.34375,27.147524,343700
7/8/1993,44.375,44.9375,44.3125,44.84375,27.453655,248200
7/9/1993,44.84375,44.96875,44.75,44.96875,27.53017,378200
7/12/1993,44.90625,44.96875,44.84375,44.9375,27.511049,373700
7/13/1993,44.96875,45.09375,44.65625,44.90625,27.491915,389600
7/14/1993,44.9375,45.1875,44.90625,45.0625,27.587568,617300
7/15/1993,45.03125,45.03125,44.78125,44.875,27.472778,443800
7/16/1993,44.90625,44.9375,44.6875,44.75,27.396236,216400
7/19/1993,44.75,44.75,44.59375,44.71875,27.377117,188200
7/20/1993,44.6875,44.84375,44.46875,44.84375,27.453655,68500
7/21/1993,44.78125,44.8125,44.65625,44.8125,27.4345,142700
7/22/1993,44.75,44.8125,44.5,44.5,27.243202,632400
7/23/1993,44.59375,44.71875,44.5625,44.71875,27.377117,286200
7/26/1993,44.84375,45.0625,44.84375,44.96875,27.53017,121300
7/27/1993,45,45.03125,44.78125,44.9375,27.511049,92800
7/28/1993,44.84375,44.9375,44.78125,44.84375,27.453655,30800
7/29/1993,44.9375,45.21875,44.875,45.09375,27.606691,331000
7/30/1993,45.09375,45.09375,44.78125,44.84375,27.453655,75300
8/2/1993,44.90625,45.125,44.90625,44.96875,27.53017,41300
8/3/1993,45.0625,45.1875,44.84375,45,27.549301,81600
8/4/1993,45,45.09375,44.875,45,27.549301,434000
8/5/1993,45,45,44.84375,44.90625,27.491915,36800
8/6/1993,45.03125,45.0625,44.90625,44.96875,27.53017,402300
8/9/1993,45.09375,45.34375,45,45.21875,27.683228,828200
8/10/1993,45.1875,45.21875,45.125,45.1875,27.664099,604900
8/11/1993,45.15625,45.3125,45.15625,45.1875,27.664099,542200
8/12/1993,45.3125,45.3125,44.90625,45.0625,27.587568,303700
8/13/1993,45.09375,45.15625,45.09375,45.125,27.625828,103500
8/16/1993,45.15625,45.5,45.15625,45.375,27.778873,241800
8/17/1993,45.34375,45.53125,45.34375,45.53125,27.874529,369300
8/18/1993,45.6875,45.875,45.65625,45.78125,28.027592,414300
8/19/1993,45.8125,45.8125,45.71875,45.78125,28.027592,28500
8/20/1993,45.6875,45.8125,45.65625,45.8125,28.046724,80700
8/23/1993,45.625,45.75,45.625,45.71875,27.989315,15600
8/24/1993,45.71875,46.21875,45.71875,46.21875,28.295431,273400
8/25/1993,46.21875,46.4375,46.15625,46.25,28.314569,242300
8/26/1993,46.28125,46.53125,46.09375,46.28125,28.333687,120000
8/27/1993,46.15625,46.25,46.15625,46.25,28.314569,25700
8/30/1993,46.28125,46.5,46.28125,46.4375,28.429359,183500
8/31/1993,46.40625,46.5625,46.34375,46.5625,28.505875,66500
9/1/1993,46.40625,46.59375,46.40625,46.5,28.467613,136500
9/2/1993,46.53125,46.59375,46.3125,46.34375,28.371946,472400
9/3/1993,46.3125,46.4375,46.25,46.375,28.391085,630500
9/7/1993,46.375,46.4375,46,46.0625,28.199776,196400
9/8/1993,46.0625,46.0625,45.59375,45.90625,28.104113,269900
9/9/1993,45.71875,46.03125,45.71875,46,28.161509,239200
9/10/1993,46.125,46.4375,46.0625,46.40625,28.410217,106500
9/13/1993,46.5625,46.5625,46.4375,46.4375,28.429359,66900
9/14/1993,46.3125,46.3125,46.09375,46.25,28.314569,184500
9/15/1993,46.0625,46.40625,45.90625,46.375,28.391085,101000
9/16/1993,46.3125,46.34375,46.15625,46.1875,28.276306,54300
9/17/1993,45.875,45.90625,45.75,45.8125,28.221474,200900
9/20/1993,45.875,45.96875,45.4375,45.4375,27.990465,57800
9/21/1993,45.5,45.5625,44.8125,45.28125,27.894207,318200
9/22/1993,45.4375,45.71875,45.375,45.65625,28.1252,439700
9/23/1993,45.78125,45.9375,45.71875,45.90625,28.279219,88500
9/24/1993,45.84375,45.875,45.71875,45.78125,28.202221,53500
9/27/1993,46.125,46.28125,46.125,46.28125,28.510239,274600
9/28/1993,46.3125,46.3125,46.15625,46.1875,28.45248,158300
9/29/1993,46.1875,46.3125,45.96875,46.03125,28.356232,221000
9/30/1993,46.03125,46.125,45.84375,45.9375,28.298466,99300
10/1/1993,45.875,46.21875,45.8125,46.15625,28.433222,22700
10/4/1993,46.21875,46.21875,46.09375,46.21875,28.471724,1038500
10/5/1993,46.3125,46.3125,46,46.15625,28.433222,436500
10/6/1993,46.1875,46.375,46.125,46.125,28.413975,209200
10/7/1993,46.1875,46.1875,45.96875,46,28.336964,59400
10/8/1993,46.125,46.15625,45.71875,46.0625,28.37549,54400
10/11/1993,46.15625,46.25,46.15625,46.15625,28.433222,467100
10/12/1993,46.21875,46.25,46.1875,46.21875,28.471724,26200
10/13/1993,46.25,46.25,46.15625,46.21875,28.471724,139100
10/14/1993,46.40625,46.8125,46.28125,46.8125,28.837484,108100
10/15/1993,47.03125,47.15625,46.90625,47.0625,28.991501,1502500
10/18/1993,47.03125,47.03125,46.875,46.9375,28.914482,722400
10/19/1993,46.875,46.96875,46.59375,46.59375,28.702736,880100
10/20/1993,46.75,46.75,46.5625,46.65625,28.741228,230400
10/21/1993,46.6875,46.6875,46.53125,46.59375,28.702736,56200
10/22/1993,46.65625,46.84375,46.375,46.375,28.567984,390700
10/25/1993,46.40625,46.5625,46.28125,46.5,28.644993,114500
10/26/1993,46.46875,46.5,46.3125,46.46875,28.625734,186200
10/27/1993,46.40625,46.53125,46.40625,46.5,28.644993,118400
10/28/1993,46.5625,46.96875,46.5625,46.84375,28.856743,129600
10/29/1993,46.8125,46.875,46.78125,46.84375,28.856743,80700
11/1/1993,46.78125,47,46.78125,46.96875,28.933744,36400
11/2/1993,46.90625,47,46.65625,46.9375,28.914482,262100
11/3/1993,46.90625,46.90625,46.125,46.34375,28.548744,479100
11/4/1993,46.34375,46.34375,45.8125,45.84375,28.240723,130400
11/5/1993,45.71875,46.0625,45.53125,46.0625,28.37549,363200
11/8/1993,46.09375,46.25,45.96875,46.125,28.413975,367600
11/9/1993,46.4375,46.46875,46.125,46.15625,28.433222,246900
11/10/1993,46.15625,46.5,46.03125,46.5,28.644993,46500
11/11/1993,46.5,46.625,46.34375,46.375,28.567984,88900
11/12/1993,46.46875,46.75,46.4375,46.59375,28.702736,108200
11/15/1993,46.6875,46.6875,46.4375,46.5625,28.683489,243300
11/16/1993,46.65625,46.8125,46.46875,46.78125,28.818249,492600
11/17/1993,46.8125,46.8125,46.40625,46.53125,28.664236,39600
11/18/1993,46.46875,46.5625,46.28125,46.40625,28.58724,240800
11/19/1993,46.25,46.375,46.21875,46.3125,28.529474,106000
11/22/1993,46.1875,46.21875,45.875,46.03125,28.356232,165300
11/23/1993,46.28125,46.3125,46.03125,46.28125,28.510239,89700
11/24/1993,46.40625,46.5,46.34375,46.46875,28.625734,77200
11/26/1993,46.59375,46.59375,46.46875,46.5,28.644993,1019800
11/29/1993,46.625,46.71875,46.3125,46.3125,28.529474,517500
11/30/1993,46.28125,46.5625,46.25,46.34375,28.548744,230000
12/1/1993,46.59375,46.625,46.40625,46.40625,28.58724,379200
12/2/1993,46.5,46.5625,46.40625,46.53125,28.664236,352000
12/3/1993,46.5,46.71875,46.5,46.71875,28.779745,306000
12/6/1993,46.78125,46.9375,46.78125,46.875,28.87598,99500
12/7/1993,46.875,46.90625,46.78125,46.84375,28.856743,88800
12/8/1993,46.84375,46.84375,46.78125,46.84375,28.856743,146700
12/9/1993,46.84375,46.90625,46.625,46.6875,28.760487,416500
12/10/1993,46.71875,46.71875,46.5,46.59375,28.702736,412900
12/13/1993,46.59375,46.875,46.53125,46.875,28.87598,273200
12/14/1993,46.90625,46.90625,46.53125,46.53125,28.664236,41900
12/15/1993,46.59375,46.625,46.46875,46.46875,28.625734,82600
12/16/1993,46.65625,46.65625,46.5625,46.625,28.721977,78200
12/17/1993,46.40625,46.59375,46.375,46.5625,28.879833,104700
12/20/1993,46.53125,46.65625,46.5,46.625,28.918596,68800
12/21/1993,46.5625,46.5625,46.40625,46.46875,28.821705,205700
12/22/1993,46.59375,46.8125,46.5,46.78125,29.015524,410300
12/23/1993,46.75,46.84375,46.6875,46.75,28.996124,533800
12/27/1993,46.75,47,46.75,47,29.151184,447100
12/28/1993,46.96875,47.125,46.9375,47.09375,29.209349,880600
12/29/1993,47.125,47.15625,47,47.03125,29.170574,266700
12/30/1993,47,47,46.75,46.84375,29.054272,219900
12/31/1993,46.9375,47,46.5625,46.59375,28.899225,312900
1/3/1994,46.59375,46.65625,46.40625,46.46875,28.821705,960900
1/4/1994,46.53125,46.65625,46.46875,46.65625,28.937967,164300
1/5/1994,46.71875,46.78125,46.53125,46.75,28.996124,710900
1/6/1994,46.8125,46.84375,46.6875,46.75,28.996124,201000
1/7/1994,46.84375,47.0625,46.71875,47.03125,29.170574,775500
1/10/1994,47.09375,47.59375,46.96875,47.59375,29.519463,593700
1/11/1994,47.5625,47.5625,47.34375,47.5,29.461321,295200
1/12/1994,47.53125,47.53125,47.1875,47.34375,29.364408,158400
1/13/1994,47.21875,47.3125,47.15625,47.21875,29.286852,244300
1/14/1994,47.375,47.5,47.375,47.40625,29.403164,137200
1/17/1994,47.40625,47.46875,47.3125,47.40625,29.403164,17700
1/18/1994,47.46875,47.53125,47.375,47.46875,29.441929,166400
1/19/1994,47.40625,47.46875,47.25,47.34375,29.364408,200800
1/20/1994,47.40625,47.5,47.375,47.46875,29.441929,281100
1/21/1994,47.53125,47.53125,47.34375,47.375,29.38378,85600
1/24/1994,47.34375,47.5625,47.1875,47.1875,29.267485,373800
1/25/1994,47.21875,47.25,47.09375,47.1875,29.267485,310400
1/26/1994,47.1875,47.34375,47.125,47.3125,29.345015,145100
1/27/1994,47.40625,47.8125,47.34375,47.75,29.616388,344500
1/28/1994,47.9375,48.03125,47.875,47.875,29.693888,356500
1/31/1994,48.0625,48.3125,48,48.21875,29.907116,313800
2/1/1994,48.15625,48.15625,47.90625,47.96875,29.752047,303600
2/2/1994,48.125,48.28125,48.09375,48.28125,29.945868,307600
2/3/1994,48.1875,48.1875,47.90625,48.0625,29.810186,466100
2/4/1994,48.0625,48.125,46.96875,46.96875,29.131805,1403200
2/7/1994,46.84375,47.3125,46.84375,47.1875,29.267485,516400
2/8/1994,47.28125,47.28125,47.03125,47.21875,29.286852,188200
2/9/1994,47.25,47.4375,47.1875,47.40625,29.403164,144600
2/10/1994,47.375,47.40625,47,47,29.151184,883900
2/11/1994,47.03125,47.28125,46.8125,47.15625,29.248108,519400
2/14/1994,47.0625,47.375,47,47.21875,29.286852,2742100
2/15/1994,47.3125,47.5,47.25,47.46875,29.441929,374700
2/16/1994,47.53125,47.53125,47.34375,47.4375,29.422535,287600
2/17/1994,47.65625,47.6875,47.03125,47.15625,29.248108,342400
2/18/1994,47.1875,47.21875,46.75,46.875,29.073662,313300
2/22/1994,47,47.34375,47,47.34375,29.364408,154500
2/23/1994,47.40625,47.4375,47.0625,47.21875,29.286852,391700
2/24/1994,47.0625,47.0625,46.5625,46.59375,28.899225,770800
2/25/1994,46.65625,46.8125,46.5625,46.8125,29.034887,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,29.034887,333000
3/1/1994,46.8125,46.90625,46.375,46.625,28.918596,423600
3/2/1994,46.03125,46.6875,45.90625,46.6875,28.957359,581500
3/3/1994,46.625,46.625,46.4375,46.5625,28.879833,223200
3/4/1994,46.5625,46.8125,46.40625,46.6875,28.957359,595800
3/7/1994,46.84375,47,46.84375,46.9375,29.112436,539800
3/8/1994,46.96875,46.96875,46.6875,46.75,28.996124,880300
3/9/1994,46.8125,47,46.59375,46.96875,29.131805,2500100
3/10/1994,46.9375,46.9375,46.4375,46.59375,28.899225,207400
3/11/1994,46.65625,46.90625,46.40625,46.84375,29.054272,576600
3/14/1994,47.03125,47.03125,46.84375,46.90625,29.093048,345900
3/15/1994,47,47.09375,46.84375,46.875,29.073662,748600
3/16/1994,46.9375,47.25,46.78125,47.25,29.306244,455500
3/17/1994,47.09375,47.3125,47.09375,47.25,29.306244,133000
3/18/1994,46.75,47.03125,46.71875,46.96875,29.299849,365500
3/21/1994,46.8125,46.9375,46.71875,46.84375,29.221865,324800
3/22/1994,46.84375,47.0625,46.75,46.96875,29.299849,435700
3/23/1994,46.9375,47.0625,46.90625,46.9375,29.280369,698500
3/24/1994,46.75,46.84375,46.15625,46.375,28.92948,1200500
3/25/1994,46.40625,46.53125,45.9375,45.9375,28.656527,100900
3/28/1994,46,46.0625,45.59375,46,28.695539,1117200
3/29/1994,46,46.03125,45.09375,45.09375,28.130201,338400
3/30/1994,45.125,45.25,44.46875,44.46875,27.740316,1123900
3/31/1994,44.46875,44.6875,43.53125,44.59375,27.818302,788800
4/4/1994,43.34375,44.03125,43.34375,43.90625,27.389412,2627300
4/5/1994,44.34375,44.8125,44.34375,44.8125,27.954754,1179000
4/6/1994,44.875,44.90625,44.5,44.8125,27.954754,516500
4/7/1994,44.78125,45.125,44.53125,45.03125,28.091206,666100
4/8/1994,44.9375,44.9375,44.46875,44.6875,27.87678,242400
4/11/1994,44.8125,45.0625,44.703125,44.875,27.993744,203300
4/12/1994,44.921875,45,44.71875,44.8125,27.954754,1409200
4/13/1994,44.796875,44.90625,44.25,44.578125,27.808552,364100
4/14/1994,44.5,44.828125,44.40625,44.59375,27.818302,419900
4/15/1994,44.578125,44.78125,44.515625,44.59375,27.818302,387300
4/18/1994,44.640625,44.765625,44.15625,44.296875,27.633091,369100
4/19/1994,44.25,44.53125,43.984375,44.359375,27.672085,472200
4/20/1994,44.40625,44.515625,44.078125,44.3125,27.642847,508000
4/21/1994,44.5,44.96875,44.34375,44.90625,28.013241,200300
4/22/1994,45.015625,45.046875,44.734375,44.859375,27.983994,301800
4/25/1994,44.84375,45.359375,44.84375,45.328125,28.276407,394600
4/26/1994,45.265625,45.34375,45.1875,45.28125,28.247164,399000
4/28/1994,45.1875,45.25,44.8125,44.953125,28.042492,287000
4/29/1994,44.875,45.15625,44.8125,45.09375,28.130201,481900
5/2/1994,45.09375,45.71875,44.9375,45.375,28.305647,275000
5/3/1994,45.390625,45.40625,45.0625,45.328125,28.276407,183400
5/4/1994,45.421875,45.421875,45.078125,45.25,28.227663,401900
5/5/1994,45.296875,45.375,45.1875,45.1875,28.188684,659800
5/6/1994,44.96875,44.96875,44.59375,44.75,27.91577,216300
5/9/1994,44.625,44.75,44.28125,44.359375,27.672085,499300
5/10/1994,44.578125,44.84375,44.546875,44.703125,27.886522,583400
5/11/1994,44.65625,44.71875,44.171875,44.296875,27.633091,210600
5/12/1994,44.578125,44.625,44.40625,44.515625,27.769569,305200
5/13/1994,44.640625,44.640625,44.296875,44.515625,27.769569,321300
5/16/1994,44.609375,44.75,44.515625,44.53125,27.779314,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,28.188684,470200
5/18/1994,45.21875,45.6875,45.015625,45.515625,28.393381,824800
5/19/1994,45.421875,45.859375,45.421875,45.734375,28.529829,531000
5/20/1994,45.65625,45.6875,45.5,45.5625,28.422613,370400
5/23/1994,45.515625,45.53125,45.34375,45.484375,28.373865,262700
5/24/1994,45.609375,45.84375,45.609375,45.671875,28.490843,549600
5/25/1994,45.5,45.828125,45.34375,45.796875,28.568819,738200
5/26/1994,45.78125,45.9375,45.734375,45.828125,28.588301,369600
5/27/1994,45.75,45.875,45.671875,45.875,28.617559,162000
5/31/1994,45.734375,45.90625,45.65625,45.8125,28.578571,160000
6/1/1994,45.703125,46.015625,45.5625,46.015625,28.705296,200500
6/2/1994,46.046875,46.046875,45.890625,45.96875,28.676037,55100
6/3/1994,46,46.390625,45.859375,46.234375,28.841732,550400
6/6/1994,46.328125,46.46875,46.1875,46.21875,28.832008,99300
6/7/1994,46.140625,46.21875,46.03125,46.15625,28.79302,120600
6/8/1994,46.265625,46.265625,45.78125,45.78125,28.559069,131900
6/9/1994,45.984375,46.03125,45.890625,46.03125,28.715029,80500
6/10/1994,46.078125,46.203125,46.078125,46.109375,28.763765,83100
6/13/1994,46.046875,46.1875,46.03125,46.171875,28.80275,109700
6/14/1994,46.3125,46.546875,46.3125,46.53125,29.026936,161000
6/15/1994,46.546875,46.5625,46.3125,46.34375,28.909979,142800
6/16/1994,46.34375,46.46875,46.296875,46.4375,28.968447,44000
6/17/1994,46.15625,46.203125,45.8125,45.875,28.806755,403800
6/20/1994,45.546875,45.625,45.4375,45.484375,28.561457,137400
6/21/1994,45.453125,45.453125,44.90625,45.09375,28.316179,139200
6/22/1994,45.21875,45.421875,45.171875,45.265625,28.424118,279900
6/23/1994,45.34375,45.40625,44.9375,45,28.257309,922500
6/24/1994,44.78125,44.78125,44,44.0625,27.668606,353800
6/27/1994,44.234375,44.828125,44.015625,44.828125,28.149366,371200
6/28/1994,44.84375,44.84375,44.25,44.609375,28.01203,5382300
6/29/1994,44.671875,45.015625,44.625,44.75,28.100328,311800
6/30/1994,44.828125,44.84375,44.3125,44.46875,27.923719,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,27.98258,406900
7/5/1994,44.65625,44.859375,44.515625,44.796875,28.129757,112000
7/6/1994,44.625,44.8125,44.46875,44.734375,28.090513,174800
7/7/1994,44.734375,44.921875,44.6875,44.921875,28.208269,66700
7/8/1994,44.640625,44.984375,44.625,44.90625,28.198448,148400
7/11/1994,44.9375,45.015625,44.53125,44.75,28.100328,124000
7/12/1994,44.765625,44.828125,44.515625,44.8125,28.139566,257300
7/13/1994,44.828125,45.03125,44.828125,44.890625,28.188637,532700
7/14/1994,45.109375,45.46875,45.078125,45.375,28.49279,494200
7/15/1994,45.34375,45.484375,45.328125,45.390625,28.502596,49100
7/18/1994,45.390625,45.578125,45.390625,45.46875,28.551645,72300
7/19/1994,45.546875,45.5625,45.375,45.375,28.49279,609500
7/20/1994,45.40625,45.40625,45.0625,45.171875,28.365236,185300
7/21/1994,45.171875,45.296875,45.078125,45.265625,28.424118,86300
7/22/1994,45.375,45.40625,45.25,45.34375,28.473162,151600
7/25/1994,45.359375,45.453125,45.3125,45.40625,28.512415,120900
7/26/1994,45.390625,45.421875,45.3125,45.359375,28.482985,489600
7/27/1994,45.359375,45.359375,45.171875,45.359375,28.482985,83200
7/28/1994,45.359375,45.578125,45.359375,45.453125,28.541853,828200
7/29/1994,45.765625,46.046875,45.75,45.90625,28.826397,459100
8/1/1994,45.9375,46.15625,45.890625,46.125,28.963736,486300
8/2/1994,46.28125,46.375,46.03125,46.1875,29.003002,505500
8/3/1994,46.171875,46.234375,46.09375,46.203125,29.012789,144100
8/4/1994,46.171875,46.21875,45.921875,45.9375,28.845989,231700
8/5/1994,45.703125,45.84375,45.65625,45.78125,28.747883,138400
8/8/1994,45.828125,45.9375,45.78125,45.890625,28.81658,328600
8/9/1994,45.71875,45.96875,45.71875,45.96875,28.865629,105900
8/10/1994,46,46.1875,45.9375,46.140625,28.973555,840300
8/11/1994,46.03125,46.234375,45.734375,45.96875,28.865629,876200
8/12/1994,46.046875,46.34375,46.046875,46.328125,29.091305,184100
8/15/1994,46.375,46.484375,46.3125,46.3125,29.081491,325900
8/16/1994,46.34375,46.6875,46.15625,46.640625,29.287506,1089500
8/17/1994,46.703125,46.734375,46.578125,46.609375,29.2679,133700
8/18/1994,46.453125,46.5625,46.40625,46.453125,29.169777,620000
8/19/1994,46.46875,46.515625,46.3125,46.421875,29.150156,103200
8/22/1994,46.4375,46.4375,46.28125,46.375,29.120747,79700
8/23/1994,46.578125,46.859375,46.515625,46.640625,29.287506,268600
8/24/1994,46.6875,47.140625,46.671875,47.140625,29.601498,254700
8/25/1994,47.09375,47.203125,46.890625,47.015625,29.523006,147400
8/26/1994,47.125,47.78125,47.125,47.6875,29.94491,339500
8/29/1994,47.8125,47.984375,47.640625,47.65625,29.925272,350300
8/30/1994,47.640625,47.859375,47.578125,47.78125,30.003763,36000
8/31/1994,47.703125,47.890625,47.59375,47.65625,29.925272,356200
9/1/1994,47.5,47.53125,47.328125,47.5,29.827177,294600
9/2/1994,47.71875,47.71875,47.21875,47.296875,29.699612,99600
9/6/1994,47.265625,47.359375,47.125,47.3125,29.709417,229800
9/7/1994,47.421875,47.421875,47.21875,47.265625,29.679989,27900
9/8/1994,47.359375,47.5625,47.34375,47.5,29.827177,284800
9/9/1994,47.03125,47.125,46.8125,47,29.513189,488400
9/12/1994,47,47.0625,46.78125,46.859375,29.424887,129400
9/13/1994,46.953125,47.125,46.859375,47,29.513189,389200
