date,figure,fyear,measure,period,type,value
2016-12-31,common-outstanding-basic,2016.0,period,TTM-2.25,common,1477000000
2016-12-31,common-outstanding-basic,2016.0,period,FY,common,1477000000
2016-12-31,common-outstanding-basic,2016.0,period,Q4,common,1479798000
2016-12-31,common-outstanding-basic,2016.0,period,H2,common,1477839000
2016-09-30,common-outstanding-basic,2016.0,period,TTM-2.5,common,1479705500
2016-09-30,common-outstanding-basic,2016.0,period,9M,common,1476351000
2016-09-30,common-outstanding-basic,2016.0,period,Q3,common,1476366000
2016-06-30,common-outstanding-basic,2016.0,period,TTM-2.75,common,1484389000
2016-06-30,common-outstanding-basic,2016.0,period,H1,common,1476161000
2016-06-30,common-outstanding-basic,2016.0,period,Q2,common,1474504000
2016-03-31,common-outstanding-basic,2016.0,period,TTM-3,common,1489084250
2016-03-31,common-outstanding-basic,2016.0,period,Q1,common,1477332000
2015-12-31,common-outstanding-basic,2015.0,period,TTM-3.25,common,1496000000
2015-12-31,common-outstanding-basic,2015.0,period,FY,common,1496000000
2015-12-31,common-outstanding-basic,2015.0,period,Q4,common,1489769000
2015-12-31,common-outstanding-basic,2015.0,period,H2,common,1491715000
2015-09-30,common-outstanding-basic,2015.0,period,TTM-3.5,common,1503185250
2015-09-30,common-outstanding-basic,2015.0,period,9M,common,1498914000
2015-09-30,common-outstanding-basic,2015.0,period,Q3,common,1495465000
2015-06-30,common-outstanding-basic,2015.0,period,TTM-3.75,common,1506291250
2015-06-30,common-outstanding-basic,2015.0,period,H1,common,1500285000
2015-06-30,common-outstanding-basic,2015.0,period,Q2,common,1493771000
2015-03-31,common-outstanding-basic,2015.0,period,TTM-4,common,1509046250
2015-03-31,common-outstanding-basic,2015.0,period,Q1,common,1504995000
2014-12-31,common-outstanding-basic,2014.0,period,TTM-4.25,common,1516000000
2014-12-31,common-outstanding-basic,2014.0,period,FY,common,1516000000
2014-12-31,common-outstanding-basic,2014.0,period,Q4,common,1515999000
2014-12-31,common-outstanding-basic,2014.0,period,H2,common,1510332000
2014-09-30,common-outstanding-basic,2014.0,period,TTM-4.5,common,1526112500
2014-09-30,common-outstanding-basic,2014.0,period,9M,common,1517834000
2014-09-30,common-outstanding-basic,2014.0,period,Q3,common,1508596000
2014-06-30,common-outstanding-basic,2014.0,period,TTM-4.75,common,1536521750
2014-06-30,common-outstanding-basic,2014.0,period,H1,common,1521668000
2014-06-30,common-outstanding-basic,2014.0,period,Q2,common,1506595000
2014-03-31,common-outstanding-basic,2014.0,period,TTM-5,common,1549020000
2014-03-31,common-outstanding-basic,2014.0,period,Q1,common,1532810000
2013-12-31,common-outstanding-basic,2013.0,period,TTM-5.25,common,1558000000
2013-12-31,common-outstanding-basic,2013.0,period,FY,common,1558000000
2013-12-31,common-outstanding-basic,2013.0,period,Q4,common,1550948000
2013-12-31,common-outstanding-basic,2013.0,period,H2,common,1551106000
2013-09-30,common-outstanding-basic,2013.0,period,TTM-5.5,common,1564579000
2013-09-30,common-outstanding-basic,2013.0,period,9M,common,1560369000
2013-09-30,common-outstanding-basic,2013.0,period,Q3,common,1551803000
2013-06-30,common-outstanding-basic,2013.0,period,TTM-5.75,common,1570942000
2013-06-30,common-outstanding-basic,2013.0,period,H1,common,1564894000
2013-06-30,common-outstanding-basic,2013.0,period,Q2,common,1560519000
2013-03-31,common-outstanding-basic,2013.0,period,TTM-6,common,1573702250
2013-03-31,common-outstanding-basic,2013.0,period,Q1,common,1568730000
2012-12-31,common-outstanding-basic,2012.0,period,TTM-6.25,common,1575000000
2012-12-31,common-outstanding-basic,2012.0,period,FY,common,1575000000
2012-12-31,common-outstanding-basic,2012.0,period,Q4,common,1577209000
2012-12-31,common-outstanding-basic,2012.0,period,H2,common,1577319000
2012-09-30,common-outstanding-basic,2012.0,period,TTM-6.5,common,310915900
2012-09-30,common-outstanding-basic,2012.0,period,9M,common,1574466000
2012-09-30,common-outstanding-basic,2012.0,period,Q3,common,1576771000
2012-06-30,common-outstanding-basic,2012.0,period,TTM-6.75,common,726856020
2012-06-30,common-outstanding-basic,2012.0,period,H1,common,1572681000
2012-06-30,common-outstanding-basic,2012.0,period,Q2,common,1572099000
2012-03-31,common-outstanding-basic,2012.0,period,TTM-7,common,1143567650
2012-03-31,common-outstanding-basic,2012.0,period,Q1,common,1573921000
2011-12-31,common-outstanding-basic,2011.0,period,TTM-7.25,common,1557000000
2011-12-31,common-outstanding-basic,2011.0,period,FY,common,1557000000
2011-12-31,common-outstanding-basic,2011.0,period,Q4,common,-3479734400
2011-12-31,common-outstanding-basic,2011.0,period,H2,common,-118521760
2011-09-30,common-outstanding-basic,2011.0,period,TTM-7.5,common,1561377560
